id,title,description,level,timeMin,mood,items,reasons,sauce,steps
r548,소고기파프리카볶음밥,"소고기파프리카볶음밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i149"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i481"", ""baseQuantity"": 1}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 파프리카 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기파프리카볶음밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 파프리카는 한입 크기로 썰어요; 계란는 조리하기 좋게 손질해요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r549,소고기토마토덮밥,"소고기토마토덮밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i147"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 토마토 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기토마토덮밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 토마토는 한입 크기로 썰어요; 양파는 한입 크기로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r550,소고기토마토볶음밥,"소고기토마토볶음밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i147"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i481"", ""baseQuantity"": 1}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 토마토 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기토마토볶음밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 토마토는 한입 크기로 썰어요; 계란는 조리하기 좋게 손질해요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r551,소고기가지덮밥,"소고기가지덮밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i124"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 가지 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기가지덮밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 가지는 한입 크기로 썰어요; 양파는 한입 크기로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r552,소고기가지볶음밥,"소고기가지볶음밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i124"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i481"", ""baseQuantity"": 1}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 가지 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기가지볶음밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 가지는 한입 크기로 썰어요; 계란는 조리하기 좋게 손질해요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r553,소고기애호박덮밥,"소고기애호박덮밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i121"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 애호박 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기애호박덮밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 애호박는 한입 크기로 썰어요; 양파는 한입 크기로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r554,소고기애호박볶음밥,"소고기애호박볶음밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i121"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i481"", ""baseQuantity"": 1}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 애호박 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기애호박볶음밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 애호박는 한입 크기로 썰어요; 계란는 조리하기 좋게 손질해요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r555,소고기표고버섯덮밥,"소고기표고버섯덮밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i213"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 표고버섯 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기표고버섯덮밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 표고버섯는 조리하기 좋게 손질해요; 양파는 한입 크기로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r556,소고기표고버섯볶음밥,"소고기표고버섯볶음밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i213"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i481"", ""baseQuantity"": 1}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 표고버섯 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기표고버섯볶음밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 표고버섯는 조리하기 좋게 손질해요; 계란는 조리하기 좋게 손질해요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r557,소고기느타리버섯덮밥,"소고기느타리버섯덮밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i211"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 느타리버섯 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기느타리버섯덮밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 느타리버섯는 조리하기 좋게 손질해요; 양파는 한입 크기로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r558,소고기느타리버섯볶음밥,"소고기느타리버섯볶음밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i211"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i481"", ""baseQuantity"": 1}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 느타리버섯 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기느타리버섯볶음밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 느타리버섯는 조리하기 좋게 손질해요; 계란는 조리하기 좋게 손질해요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r559,소고기새송이버섯덮밥,"소고기새송이버섯덮밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i212"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i111"", ""baseQuantity"": 0.5}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 새송이버섯 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기새송이버섯덮밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 새송이버섯는 조리하기 좋게 손질해요; 양파는 한입 크기로 썰어요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
r560,소고기새송이버섯볶음밥,"소고기새송이버섯볶음밥은(는) 밥과 재료를 함께 먹기 좋은 한 그릇 요리예요. 재료 손질, 불 조절, 양념 타이밍을 순서대로 따라 하면 집에서도 안정적으로 만들 수 있도록 설명을 자세히 넣었어요.",보통,20,실속 있는 한 끼,"[{""ingredientId"": ""i831"", ""baseQuantity"": 0.2}, {""ingredientId"": ""i2"", ""baseQuantity"": 80}, {""ingredientId"": ""i212"", ""baseQuantity"": 0.5}, {""ingredientId"": ""i481"", ""baseQuantity"": 1}]","[""냉장고에 있는 백미를 중심으로 활용할 수 있어 재료 소진에 도움이 돼요."", ""백미, 소고기, 새송이버섯 조합은 실제 가정식과 외식 메뉴에서 자주 쓰이는 안정적인 조합이에요."", ""소고기새송이버섯볶음밥는 조리 흐름이 분명하고 재현성이 높아 추천·학습용 데이터로 쓰기 좋아요.""]","[""소금과 후추로 먼저 간을 잡고, 필요한 경우 간장이나 올리브유를 소량만 추가해요."", ""강한 양념은 한 번에 많이 넣지 말고 중간에 맛을 보면서 단계적으로 조절해요."", ""완성 직전에 향이 나는 재료를 더하면 전체 맛이 더 선명해져요.""]","[""먼저 백미는 조리하기 좋게 손질해요; 소고기는 키친타월로 물기를 닦고 먹기 좋은 크기로 손질해요; 새송이버섯는 조리하기 좋게 손질해요; 계란는 조리하기 좋게 손질해요. 재료 크기를 비슷하게 맞추면 익는 속도가 고르게 맞고 완성도가 좋아져요."", ""밥은 따뜻하게 준비하고, 찬밥을 쓰는 경우에는 덩어리를 미리 풀어두어요."", ""팬에 단백질과 향채를 먼저 볶아 기본 풍미를 만든 뒤 채소를 넣어요."", ""볶음밥은 밥을 넣은 뒤 넓게 펼쳐 잠깐 두었다가 섞어야 고슬고슬해져요."", ""덮밥은 소스가 너무 졸지 않게 자작한 상태를 유지하면서 재료를 익혀요."", ""간은 한 번에 세게 하지 말고 밥을 넣은 뒤 최종 간을 보는 것이 좋아요."", ""그릇에 밥을 담고 조리한 재료를 올린 뒤 김이나 쪽파로 마무리해요.""]"
